,Date Snapshot,Ticker Return,Benchmark Return
0,2020-07-27,0.0,0.0
1,2020-07-28,-0.43510648802490337,-0.19027174542663672
2,2020-07-29,0.15818187381246285,0.17634990619163515
3,2020-07-30,-0.021094606134722915,0.06868296190646772
4,2020-07-31,-0.23945131720129886,0.3062917932528064
5,2020-08-03,-0.013544220078914315,0.5169860129183701
6,2020-08-04,0.004228763301750149,0.634861361802308
7,2020-08-05,0.1739820798335111,0.8251331072289414
8,2020-08-06,0.032325835017666726,1.0311848254690426
9,2020-08-07,0.5610956125755149,1.0534626007657444
10,2020-08-10,1.109151353518108,1.1462786390266788
11,2020-08-11,1.171604417375166,0.8891764002306446
12,2020-08-12,1.138302201514046,1.3198441773713143
13,2020-08-13,0.9175177467845432,1.263224921121382
14,2020-08-14,1.0994851175898446,1.26415398791061
