,Adj Cost,Adj Cost per Share,Date Snapshot,Index,Open Date,Qty,Security,Symbol,Type,Symbol Adj Close,Adj cost daily,Benchmark Close,Benchmark End Date Close,Benchmark Start Date Close,Ticker End Date Close,Ticker Start Date Close,Adj cost per share,Adj cost,Equiv Benchmark Shares,Benchmark Start Date Cost,Benchmark Return,Ticker Return,Ticker Share Value,Benchmark Share Value,Stock Gain / (Loss),Benchmark Gain / (Loss),Abs Value Compare,Abs Value Return,Abs. Return Compare
0,50,97.4,2020-07-27,1,2020-07-23,0.51,ABBVIE INC. ,ABBV,Buy,97.16000366210938,49.551601867675785,323.2200012207031,337.44000244140625,323.2200012207031,95.51000213623047,97.16000366210938,97.16000366210938,49.551601867675785,0.1533061124946926,49.551601867675785,0.0,0.0,49.551601867675785,49.551601867675785,0.0,0.0,0.0,0.0,0.0
1,50,97.4,2020-07-28,1,2020-07-23,0.51,ABBVIE INC. ,ABBV,Buy,96.70999908447266,49.32209953308106,321.1700134277344,337.44000244140625,323.2200012207031,95.51000213623047,97.16000366210938,97.16000366210938,49.551601867675785,0.1533061124946926,49.551601867675785,-0.006342391514221224,-0.00463158255120788,49.32209953308106,49.23732620847417,-0.22950233459472713,-0.3142756592016127,-0.22950233459472713,-0.0046315825512078836,0.0017108089630133438
2,50,97.4,2020-07-29,1,2020-07-23,0.51,ABBVIE INC. ,ABBV,Buy,97.01000213623047,49.47510108947754,325.1199951171875,337.44000244140625,323.2200012207031,95.51000213623047,97.16000366210938,97.16000366210938,49.551601867675785,0.1533061124946926,49.551601867675785,0.005878330206387838,-0.0015438608504025897,49.47510108947754,49.84288254570945,-0.07650077819824475,0.2912806780336652,-0.07650077819824475,-0.0015438608504026756,-0.007422191056790428
3,50,97.4,2020-07-30,1,2020-07-23,0.51,ABBVIE INC. ,ABBV,Buy,96.04000091552734,48.980400466918944,323.9599914550781,337.44000244140625,323.2200012207031,95.51000213623047,97.16000366210938,97.16000366210938,49.551601867675785,0.1533061124946926,49.551601867675785,0.002289432063548924,-0.01152740535577823,48.980400466918944,49.66504689379185,-0.5712014007568413,0.11344502611606799,-0.5712014007568413,-0.01152740535577833,-0.013816837419327155
4,50,97.4,2020-07-31,1,2020-07-23,0.51,ABBVIE INC. ,ABBV,Buy,94.91000366210938,48.404101867675784,326.5199890136719,337.44000244140625,323.2200012207031,95.51000213623047,97.16000366210938,97.16000366210938,49.551601867675785,0.1533061124946926,49.551601867675785,0.010209726441760214,-0.02315767718396511,48.404101867675784,50.05751016749577,-1.1475000000000009,0.5059082998199855,-1.1475000000000009,-0.023157677183965157,-0.03336740362572532
5,50,97.4,2020-08-03,1,2020-07-23,0.51,ABBVIE INC. ,ABBV,Buy,95.94000244140625,48.92940124511719,328.7900085449219,337.44000244140625,323.2200012207031,95.51000213623047,97.16000366210938,97.16000366210938,49.551601867675785,0.1533061124946926,49.551601867675785,0.017232867097279003,-0.012556619748038345,48.92940124511719,50.40551803711873,-0.6222006225585943,0.8539161694429467,-0.6222006225585943,-0.012556619748038402,-0.029789486845317348
6,50,97.4,2020-08-04,1,2020-07-23,0.51,ABBVIE INC. ,ABBV,Buy,94.29000091552734,48.087900466918946,330.05999755859375,337.44000244140625,323.2200012207031,95.51000213623047,97.16000366210938,97.16000366210938,49.551601867675785,0.1533061124946926,49.551601867675785,0.021162045393410267,-0.02953893205441782,48.087900466918946,50.600215115715734,-1.4637014007568396,1.048613248039949,-1.4637014007568396,-0.02953893205441785,-0.05070097744782809
7,50,97.4,2020-08-05,1,2020-07-23,0.51,ABBVIE INC. ,ABBV,Buy,93.25,47.5575,332.1099853515625,337.44000244140625,323.2200012207031,95.51000213623047,97.16000366210938,97.16000366210938,49.551601867675785,0.1533061124946926,49.551601867675785,0.02750443690763138,-0.04024293448677796,47.5575,50.91449077491735,-1.9941018676757878,1.3628889072415618,-1.9941018676757878,-0.0402429344867781,-0.06774737139440934
8,50,97.4,2020-08-06,1,2020-07-23,0.51,ABBVIE INC. ,ABBV,Buy,92.56999969482422,47.210699844360356,334.3299865722656,337.44000244140625,323.2200012207031,95.51000213623047,97.16000366210938,97.16000366210938,49.551601867675785,0.1533061124946926,49.551601867675785,0.03437282751563475,-0.047241702287781795,47.210699844360356,51.25483053179681,-2.3409020233154294,1.7032286641210277,-2.3409020233154294,-0.047241702287781746,-0.08161452980341655
9,50,97.4,2020-08-07,1,2020-07-23,0.51,ABBVIE INC. ,ABBV,Buy,92.91999816894531,47.389199066162114,334.57000732421875,337.44000244140625,323.2200012207031,95.51000213623047,97.16000366210938,97.16000366210938,49.551601867675785,0.1533061124946926,49.551601867675785,0.03511542002552481,-0.043639412652858756,47.389199066162114,51.291627180196805,-2.1624028015136716,1.7400253125210199,-2.1624028015136716,-0.04363941265285878,-0.07875483267838357
